text,anas,billa,rupu,label
Hello ! ! Very funny clips ! ! How i like clips with MrBean ! ! Very nice to watch ! ! Many many thanks ! ! Greetings from Lithuania ! ! 🇱🇹🇱🇹🇱🇹,1,1,1,1
5 symptoms and you can be diagnosed with depression ... .I have all 8well shit,0,0,0,0
Bingo wait a second,1,1,1,1
FAQ U MANE SHOT AT THE DEFENDERS ARM YOU TWATS,1,0,0,0
THANK YOU,1,1,1,1
After this video I know to never trust VOX,0,0,1,0
Bro can we use the charger inside the box or should we buy new one can u tell me please ? ? ?,1,1,1,1
Nice hearing different commentary tbh,1,1,0,1
I wonder if Apple will stick to this naming scheme,0,0,0,0
"Got all the symptoms . Sweet , what do I win ?",0,0,0,0
"Well , there is death ... ... .I mean , I guess that gets us away from here ... ... .",0,0,0,0
IS MR BEAN ANYONE ` S CHILDHOOD FAV THEN U NEED TO READ MY MSGMR BEAN,1,1,1,1
Best moments of my life as fan ... now we go for premier league title,1,1,1,1
ps5 is better even tho i am a xbox user,1,1,0,1
"was gon na get the green but it was out of stock and i ’ m getting purple , always had apple phones . first one with a glass back though ",1,1,1,1
i love you bear,1,1,1,1
Very useful for who are in depression.Please Share it to the depressed people,1,1,1,1
I love this bloody commentator,1,1,1,1
This is cool i dont know why is teachers dont teach this they just teach us about spanish here in philippines,0,0,0,0
True love is the cure,1,1,1,1
I only got four symptoms,0,0,0,0
This video I s animation is so depressing,0,0,0,0
Awesome review ! Covered a lot of things ; ) No doubt this phone is actually better than the predecessors,1,1,1,1
The side effects from the vaccine are better then getting Covid,1,1,1,1
iphone 12 pro with 4 cameras and 12 with 3 camera . iphone 20 pro with 10 cameras and 20 with 9 cameras .,0,1,1,1
Yessssssss,1,1,1,1
Cant play it on 1440p,0,0,0,0
So proud of them boySS in red Liverpool supporter all my life you ll never walk alone guySS,1,1,1,1
thanks forthe enlightenment.. bring depressed and suffering from depression are not the same thing,1,1,1,1
"You should do the battle of Montreal ( 150 American marines vs 10,000 Germans )",1,1,1,1
An instantly forgettable game . Certainly the poorest Champions League final since the 2003 All Italian snoozer at Old Trafford . Result all that mattered . Liverpool deserved it having knocked out three previous winners .,1,0,1,1
I go to the XBOX SERIES X,1,1,1,1
75 yearsAnd currently watching this 6/6/2019,1,1,1,1
If anyone needs a link to a video of vaccine injuries after these mRNA vaccine injection let me know .,1,1,1,1
Know the way out of covid-19 is to turn off your TV .,0,0,0,0
90 % of my friends used me,0,0,0,0
Depression is no joke,1,1,0,1
Green colour best,1,1,1,1
I wait till God Of War comes out ... Dont see a reason to buy it now..,0,0,0,0
Who sold PS4 And Going to buy offcourse PS5,0,1,0,0
You should make a video on Belleau Wood .,1,1,1,1
We took down The champions of EPL.The champions of Lal ligaThe champions of BundesligaThe champions of Ligue 1The chamoions of Serbia To reach the final.Thats insane !,1,1,1,1
I ’ m watching this video on my iPhone 11,1,1,1,1
Imagine if trump said this ... vox would annihilate him . See the issue ?,0,0,0,0
happy d day,1,1,1,1
BR BEAN sounds like MR JAIN -- - Funniest Comedian - Brave Hearted -,1,1,1,1
Now i know ... Gon na share this video .,1,1,1,1
The way he does rock n roll ! ! ! ! Ahahahaha I can ’ t get enough of laughing so hard ! ! ! ! !,1,1,1,1
I think its all about what games you will be able to play .,1,1,1,1
My 11 white looks stunning,1,1,1,1
"i d like to die now , please ?",0,0,0,0
Tears came to my eyes lmao because I just upgraded from the 5C to 11,1,1,1,1
I think an important detail is Rommel being executed and not being able to help defend France after the landings .,0,0,0,0
Who else watching this on iPad,1,1,1,1
Watching this from my iPhone 11 lol,1,1,0,1
"So far , the PS5 is looking to be my favourite console ever , knocking the Xbox 360 off the top spot.It Is bloody marvelous ! ! ! !",1,1,1,1
Sad that alot of people pretend to have depression for attention .,0,0,0,0
I m here so I can understand my girlfriend,1,1,0,1
Why didnt we just open the second front through russia ?,0,0,1,0
origi is best supersub ever,1,1,1,1
Do you have full movie,1,1,1,1
I wish more people understood the lowest common denominator factor .,0,0,0,0
"If you & 39 ; re a woman and ever want to have kids , I wouldnt take this vaccination .",0,0,0,0
Why are phones so much cheaper in the US .,1,1,1,1
Anyone else binging these videos trying to hype themselves up for their new phone that they are getting soon ? Just me ? Ok .,0,1,1,1
Your research based on only American vaccine manufacturers ... oxford AstraZenecaBharat biotec and Sputnik 5 are also in race .,0,0,0,0
Hubby got me an iPhone 11 . I ’ m upgrading from the 7 plus.Should be in my hands around 6 tonight,1,1,1,1
Usb C ! ! ! Thank the gods ! ! ! ! ! ! ! Freaking hate micro usb with a passion .,0,0,1,0
I got 7 symptoms but people tell me I ’ m not depressed,0,0,0,0
Do the battle of the bulge,1,1,1,1
Should i subscribe ?,1,1,1,1
Bro we were all roasting the 11 during the leaks but now it actually looks slick,1,1,1,1
"Unfortunately majority of people in my country dont believe in depression . So instead of helping me , my family just telling me to be more positive . And I hate that",0,0,0,0
I love the song . Who knows the title ? Anyone ? ?,1,1,1,1
Just a reminder that this disease is not a threat to 99.9 % of the population .,0,0,0,0
I have deppression,0,0,0,0
Do someone feel like not waking up with again such painful depressions ?,0,0,0,0
"Aww no fair ! In Australia the iPhone 11 starts at $ 1,199 through to $ 1,449 ",0,0,0,0
Loris karius the Legend,1,1,0,1
This is absolutely hilarious .,0,1,1,1
I hit all of those sympthoms ...,0,0,0,0
Feeling BEANBASTIC ? ... ..teddy,1,1,0,1
Ps5 for the win ! ! !,1,1,1,1
Someone dies from the side affects of a vaccine & quot ; actually a good thing & quot ;,0,0,0,0
This is why I watched the movie,1,1,1,1
ITS AIRPODS NOT EAR PODS,0,0,0,0
"Depression has levels of intensity and at whichever level , the experience induces burdens and struggles and it should not be taken lightly . Some may not or not be willing to understand the experience but Its real .",0,0,0,0
"so i have depression ? because i have all symptoms but it stops at times , but because i sometimes snap back and try to think straight but i cant and i thought it was normal",0,0,0,0
can you do Russia storming Berlin in WW 2 ?,1,1,1,1
"In the mean time Mourinho came and got a couple of cups , vangal came and got the fa cup and even Moyes got the charity shield but what have Tottenham got nothing , it Is time to leave or r u doing another arsenal , just finishing in top four .",0,0,0,0
hope my mom will buy me iphone 11 for christmas,1,1,1,1
i like LFC much . even in my android games haha . the best team ever . messi ronaldo ends ... ahai sorry but true . team is better than one man,0,1,0,0
Best video of 2021,1,1,1,1
2/3 of this video was about the camera,0,1,1,1
Ive been an xbox guy since day one but think im gon na switch to ps5 ?,0,0,0,0
You don ’ t know it ’ s harmless ! You are no doubt $ $ $ $ funded by the global elites ! Thanks World Economic Forum ! ! ! You sold out the world  and freedom to get paid !,0,0,0,0
He also got me on the air pods,1,1,1,1
mr.bean makes good video,1,1,1,1
Great job,1,1,1,1
cool trick : click on newest comments to find anti vax,0,0,0,0
Now that i & 39 ; ve watched your honest review its time to look for a dishonest review,0,1,0,0
OMG my man is getting me one today I am so excited ! ! !,1,1,1,1
The purple is sooo pretty,1,1,1,1
60 fps is sickening .,0,0,0,0
iPhone 11 green colour is best,1,1,1,1
"Except you not taking into account the different varients , as sure it might be good against the UK variant but weak against the South African which is what is happening as we speak",0,0,0,0
From the bottom it looks like a ps3,1,1,1,1
"Big , really Big casualities for the allies",0,0,0,0
Do video on the battle of the stanlingrad,1,1,1,1
I & 39 ; m here for the conspiracy theories .,0,0,0,0
That young boy acts quite funny,1,1,1,1
Hello depression,0,0,0,0
And they forget the soviets help them,0,0,0,0
The overprice phone,0,0,0,0
IAM LIVERPOOL FANS Goodgame for Totenham UCL 2019/2020,1,1,1,1
Green iPhone 11,1,1,0,1
I ’ m getting the iPhone 11 in purple for my birthday  ! ! ! I ’ m also upgrading from an LG Q6,1,1,1,1
please tell us about battle of the bulge,1,1,1,1
Liverpool Have Firmino but they Also have origi Spurs has kane but they Also have llorente,1,1,0,1
Getting my first dose today at noon ! ! ! So excited ! What a BLESSING it is to have made it where 2.64 million people couldn & 39 ; t. I & 39 ; m humbled .,1,1,1,1
"Built in game , miles morales , demon souls , availability to play some ps4 games at 120 fps , 4k ray tracing , literally no load times ( no literally gta loads in 5 seconds ) due to the ssd . So in short why tf would you not buy this thing .",0,1,0,0
Right now I ’ m watching this on a IPhone 11 just to see things I might have not known about it : / And I like the purple color more..and yes that ’ s the color I have,1,1,1,1
Its been 4 years with depression and i feel like i have lost so much of who i was .,0,0,0,0
"people that never struggled , or even depressed through their whole life are most privileged mother fuckers !",0,0,0,0
Congratulations Liverpool,1,1,1,1
What a stupid design .,0,0,0,0
I ’ m going to buy the iPhone 11 in purple .,1,1,1,1
I have seen these.Give me something new .,0,0,1,0
I ’ m not a gamer . Just here to see what the hype is . Nice graphics since Space Invaders .,1,1,1,1
"I have depression , suicide thoughts and many other things that can slowly be killing me . I go to therapy but guess what ? it Is not helping me . i have no friends , my family sometimes talk about me but i can Nt do anything about it .",0,0,0,0
Thank you Dr. Lyke and everyone who has worked on this !,1,1,1,1
Iam planning to switch too from iphone 7 to the 11,0,1,0,0
It feels like I ’ m getting pulled back in the hole I fought so hard to leave..,0,0,0,0
wtf i just stopped therapy cuz i got way more suicidal thoughts i just was a dog toy who has that too ? ? ?,0,0,0,0
Flip 1st and 4th . 1st was in Omaha and 4th was on Utah,0,0,0,0
Cant believe its been a year aleady and im here watching this again,1,1,1,1
"Now people who are anti covid vaccine are being coupled together with anti vaccinaters , and also people out here not rembering they said they figured out how to reprogram DNA with mrna and the vaccine is mrna",0,0,0,0
"False - vaccines are based on a faulty paradigm , and injection toxins directly into the body is never a good idea .",0,0,0,0
A friend of my friend got Guillain-Barre syndrome from the vaccine . Good thing I have the auto immune disorder excuse..,0,0,0,0
2021 refreshing mind,1,1,1,1
Whats the name of the bg music in the end ive been finding it and it doesnt even show up anywhere,1,1,1,1
"If you suffer from depression or anxiety , there are lots of natural strategies in the free book The Sudist Way at < a href= '' URL . This is what I used to permanently overcome my own depression since 1999 without medication . It can be done !",1,1,1,1
Hi I am a Manchester United fan . GG to y & 39 ; all Liverpool peoples,1,1,1,1
I want the iphone 11 but its so expensive in my country like if i converted 700 usd it become 2800+ but it cost 3399 fukkk,0,0,0,0
Mr bean speaking French = mishy mishy mishy,0,0,1,0
I don & 39 ; t think Rowan atkinson is dead ?,1,1,1,1
Sold my ps5 tonight,0,0,0,0
Who is watching on an iPad ?,1,1,1,1
Why you should go for a PS5 ? God of War Ragnarok,0,1,0,0
Great auto aim plus a high framerate . What is the point of using a mouse anymore ? Yeah it & 39 ; s still better but for half the effort you can still enjoy a game like CoD on console .,0,0,0,0
My parents my brother my dog all are depressed . You cant imagine what I m going through,0,0,0,0
"Its the right , main reason i am upgrading is because of the sound my ps4 pro makes",0,1,0,0
Can you do the Yugoslav war ?,1,1,1,1
"Great video and for future reference , it ’ s just “ tact ”",1,1,1,1
Origi 3 out of 3,1,1,1,1
Lol that tank that 4 ppl carry is a dummy tank,0,0,0,0
People are dying after vaccination .,0,0,0,0
Thank you for creating this content ! Incredible & amp ; helpful,1,1,1,1
"1 ? 2 ? , 3 ? , 4 ? , 5 ? , SIX !",0,0,0,0
FKING KANE YOU HAVE MESSED UP THE GAME,0,0,0,0
Can you use either of these new consoles for media streaming from PC ?,1,1,1,1
Mr bean pls upload full movie,1,1,1,1
should i upgrade from at half broken oneplus 3t to the iphone 11 ?,1,1,1,1
was the allies on the same side of U.S ?,0,1,0,0
Depressed people kill other people,0,0,0,0
"I had depression in 2010 to 2014 because my parents got divorced , I was 7 then we moved saddest points of my life .",0,0,0,0
Its means ur immune system is working and working hard !,1,1,1,1
Im doubting abt the bezels,0,0,0,0
if i can afford a pistol I & 39 ; d be dead like 5 years ago . i think it won & 39 ; t hurt,0,0,0,0
"Buy cod ww2 , then play the campaign",0,1,0,0
"Mr BEAN is a comedy hero without trick , he makes everyone laugh without saying a word",1,1,1,1
I felt bad having a job .,0,0,0,0
I ’ m watching this on my iPhone 11 green,1,1,1,1
Won ’ t the consoles pick up more dust on the floor ? And you have something on top of the series X ... blocking the vents ... that can ’ t be good ...,0,0,0,0
Getting the iPhone 11 this Friday ! Worked hard for it and finally can reward myself with it ! Upgrade from my iPhone 8+,1,1,1,1
Pls do also The Battle of Berlin 1945 .,1,1,1,1
I love you,1,1,1,1
"I am watching this on June 6th 2019 , happy D Day !",1,1,1,1
we cant upgrade even if we want to due to bots and scalpers ; those of us who didnt preorder anyway ...,0,0,0,0
"Stop calling them side effects , those are the intended effects .",0,0,0,0
It & 39 ; s so hard to open up only to not be taken seriously ...,0,0,0,0
"Now come all the pseudo-scientists who probably didn ’ t even watch the video to spout some antivax Some people are just immune to progress , huh .",0,0,0,0
origis last good performance,1,1,1,1
Drinking helps I hope to drink myself to death one day,0,0,0,0
"My mom got her first dose and she had the same effects like from the flu vaccine , it & 39 ; s harmless .",1,1,1,1
I have 8 of those symptoms,0,0,0,0
i hate feeling this .,0,0,0,0
The headphones are not AirPods,0,0,0,0
"Question : Why do they always inject the vaccine in the left shoulder ? Would it make a difference if it was the right shoulder , or the left hand ?",1,1,1,1
i already have a gaming pc so i think imma save up for a ps5,1,1,1,1
I got the iPhone 11 I got the purple,1,1,1,1
Stop being little babies and take the vaccine guys .,0,0,0,0
"Im over here stuck with a 7 , but im hella thankful i even got a iphone",1,1,0,1
Purple looks better,1,1,1,1
My grandfather fought with the 147th anti-tank division US Army on that day.He made it to victory & amp ; lived a long & amp ; happy life.🇺🇸,1,1,1,1
The sharpness and detail on Miles Morales on PS5 in person is breathtaking . It is definitely worth it . I can only imagine how games will look coming up if a launch title looks this good,1,1,1,1
At my school TWO teachers fainted,0,0,0,0
Can you please review your phone paddle ?,1,1,1,1
Anyone else experience extreme fatigue and really bad head aches for 5 days straight after only the 1st dose of phizer ?,0,0,1,0
It suddenly PLASTIC appears now.earlier an accessory,0,0,0,0
"Title : What is depression ? Me : Ah Shiz , here we go again",0,0,1,0
To everyone reading this : have a good day or night and may God be with all of y & 39 ; all during this hard times,1,1,1,1
Really informative video,1,1,1,1
i know im late but im getting an 11 next week and ive been STALKING the damn phone for the last couple of hoursi love the excitement of getting a new phone lmao,1,1,1,1
This was the most boring cl final i ever witness,0,0,0,0
"Got the Pfizer a month ago . Second dose makes you feel weak , but it Is all worth it  . I m vaccinated",1,1,1,1
Who ’ s getting the vaccine ? ? ? Cause I am,1,1,1,1
I have all of the symptoms yet I don ’ t feel sad or anything like that at all,1,1,1,1
Yeah if you Are suicidal sure,0,0,0,0
huh if i tell this to my family they dont even care bout this . they & 39 ; ll know the seriousness of this when i die by commiting suicide .,0,0,0,0
I have the purple iphone and its more beautiful,1,1,1,1
I like that dog,1,1,1,1
Can you please do a remastered version of this,1,1,1,1
nice trap music in the background what are u tryna appeal to the kids now,0,1,0,0
iPhone XS Max to the iPhone 11 . Is that an upgrade or downgrade ? What do y ’ all think ?,1,1,1,1
"my iphone 11 is coming in a few days , so that & 39 ; s why i & 39 ; m here .",1,1,1,1
how do you managed not to talk about game pass ?,0,0,0,0
some landing forces drown because of heavy gear peace to the fallen,0,0,0,0
"well i guess i had depression when i was in highschool when i have pretty bad social anxiety , i just know right now 3 years after i left highschool",0,0,0,0
congratulations guys you deserve it,1,1,1,1
OK thanks,1,1,1,1
Juno was considered to be the hardest beach to land and it was the only beach where the objectives were actually completed . There seems to be a lot of effort going into making WW2 seem like it was won by the Americans alone .,0,0,0,0
"I m tired of being depressed.this is really affecting my job.if only I had that one thing , my life would have been different",0,0,0,0
PS mainly because of the pad ... I love it ! It & 39 ; s a real upgrade . The XBOX doesnt actually offer anything new .,1,1,0,1
i cant seem to access the other musics cited by vox : ( ( specifically the ending credits music ),0,0,0,0
I ’ ve just got mine an hour ago ! It ’ s epic !,1,1,1,1
Ps5 generation is fire all games insanely detailed worlds,1,1,1,1
Thank you so much for sharing.. I am buying IPhone 11,1,1,0,1
i m watching this on a iPhone se but im getting the 11 in purple for christmas,1,1,1,1
Messi : I ’ m going to bring the UCL back to camp nou Origi : hold my goat,0,1,0,0
I ’ m getting 11 on Sunday but I ’ m getting green not green more like a sea color,0,1,0,0
"Listening to music was also found to be more effective than prescription drugs in reducing anxiety before surgery ( Trends in Cognitive Sciences , April , 2013 ) . ",1,1,1,1
I love you LFC,1,1,1,1
IP 11 gang beng !,1,0,1,1
"Correct me if im wrong , but wouldn & 39 ; t this put the people who really need the vaccine like older people , or others who are susceptible to it at a risk of just dying from the vaccine side effects ?",0,0,0,0
"Im with my Ps5 , even one day i will get new xbsx : )",1,1,1,1
“ Here u see the AirPods oops I mean Earphone ”,0,0,0,0
the 11 feels smaller then then the 8 plus and weird,0,0,0,0
I have all of these simptoms 1.Loss of concentration2.reucurring thoughts of suicide3.feeling worthless4.loss of interest to things love to do everyday 5.started to eat less and less and less6.i feel like nobody cares about me,0,0,0,0
"to me , the world around me is all bright and colorful , but i feel like i & 39 ; m the one who & 39 ; s gone dark and grey . i feel like i & 39 ; ve lost my colors .",0,0,0,0
the mechanism of depression was discovered recently . humans will be free from depression very soon.,1,1,0,1
"Does anyone else is iphone 11 gets warm after the slightest use or its just mine ? I mean not boiling hot where you have to put down the phone , just warm enough so that you feel it slightly",0,0,0,0
Anti-Vaxxers : The Jews/Elites are using the vaccine to control the population ! ! ! Israel : *Runs massive vaccination campaign seeing a 94 % drop in symptomatic cases from vaccination*,0,0,0,0
my daily dose of reliable information,1,1,1,1
Will never get tired of watching this movie,1,1,1,1
My great uncle stormed normandy . Out of his whole 100-250 man platoon he was the only one to make it out alive .,1,1,1,1
i guess mr bean could win the tour de france,1,1,1,1
"I think I have depression ... But m too scared to go to a doctor , or even talk about it ",0,0,0,0
wtf i have all of those symptoms,0,0,0,0
We ve won the fucking lot !,1,1,0,1
call of duty 2 sounds,1,1,1,1
Please make a video of borderline personality disorder,1,1,1,1
Hi arsenal and Liverpool you win a prize and its good for win a prize Ai will at the club soon arsenal win a prize next year and Liverpool win a prize and see you soon arsenal and l,1,1,1,1
Does it automatically show up on your ps4 that you have logged into a ps5 . I want to download games on ps5 before christmas morning but dont want to ruin surprise if it shows up on ps4 .,1,1,1,1
"In my opinion , Spurs should have won it not liverpool",0,0,0,0
Huge props for not using the word slowfies .,0,1,0,0
Im always so scared that the bar you open and close with glitches ! !,0,0,0,0
"POV : You are reading and laughing at simp-vaxxers praising & quot ; science & quot ; for creating a vaccine in less than a year for a new coronavirus strain , when there is never been one for previous strains .",0,0,0,0
Can we talk about how the animation and the colours fit the topic perfectly,1,1,1,1
Vaccines which inject mRNA are new and should require more testing before a full roll out . mRNA may affect your DNA so its long term side effects may not be detected for years .,0,0,1,0
A Vaccine is not a Cure.An untested Vaccine is a dangerous thingMandatory Vaccination is Naziism .,0,0,0,0
DEPRESSION is a terrible terrible cruel demon disease it ’ s like a wave it ’ s comes and pass but year after year the wave becomes stronger and stronger .,0,0,0,0
"“ Oh , cheer up. ” Just stop talking , your really not helping .",0,0,0,0
I love you Salah,1,1,1,1
i have been vaccined at school for something different than covid and i feel too sick so i was wondering if they tricked us into having a vaccination anti corona,0,0,0,0
One of the reasons I ’ m getting ps5 is for Astro ’ s Playroom,1,1,1,1
Ps5 does do dobly atmos m8,1,0,1,1
I am from Brazil . I ve been cheering for Liverpool a lot . Deserved too much . especially Klopp .,1,1,1,1
White I have the 11 because I could upgrade lol,1,1,0,1
ive seen 3 people who died from the vaccine,0,0,0,0
I HAd love to see a poll of ALL iPhone user who at this stage of the mobile phone game ARE STILL not offended that their phones dont come with a fast charger in the box .,0,0,0,0
I would love to have a purple one .,1,1,1,1
I am not afraid of the vaccine but I hope the next day is sick leave is given after the injection .,0,0,0,0
i dont want to be myself anymore,0,0,0,0
"Took 22 nations to defeat germany , would of liked to see germany 1 v 1 soviet or 1 v 1 USA that would og been an amazing spectacle .",1,1,1,1
I just ordered the purple !,1,1,1,1
Can depression lead to mental illness & amp ; homicidal rage ? ... [ yes ],0,0,0,0
who else is watching this on an android,1,1,1,1
Even trusting media has its own side effects - it is called stupidity .,0,0,0,0
"Wait about a year from now and an upgraded PS5 slimmer version will be out with most bugs fixed and any ‘ locked out ’ bits unlocked , plus there will be a number of games available which may include some good exclusives .",1,1,1,1
Why didnt you mention Demon Souls ? It is the best PS5 experience so far .,1,1,1,1
Who is this commentator ?,1,1,1,1
It think this was the 3rd show i watched on tv,1,1,1,1
It ’ s it only me or his shirt is matching the phones ... . lol,1,1,1,1
I just want to feel alright ...,0,0,0,0
Ummm.. what does it mean if you have every single symptom and both sleeping too much and too little . restlessness and slowness .,0,0,0,0
Currently seeking for treatment and cried after watched this,0,0,0,0
"for me , I go through depression everyday , no one understands on what I go through , some people like to mess with me on purpose which increases my rate of suicide",0,0,0,0
Worst final ever,0,0,0,0
but you should also add that an overly simulated immune system is also a bad thing,0,0,0,0
"we should all , everyone , kill ourselves . just stop making babies",0,0,0,0
This is beyond retardation,0,0,0,0
This is a video full of lies is what I would say if I was an antivaxxer . Great video ! I wish everyone could see it .,1,1,1,1
"Tuesday , 6th of June , 1944 . D-Day . D-day doesnt stand for anything . It is derived from the word ",0,0,1,0
"If you feel lonely , just remember to love yourself even if nobody does.If you need any help to feel ok feel free to message me on instagram my user name is itsalfiya9",1,1,1,1
"I was diagnosed when I was 9 , today I am 12 ... . why me ? Why not my ex friend or something",0,0,0,0
"Nothing to worry about , if you have a serious life altering side effect just sue the company ... .oh wait lol .",0,0,0,0
Shut up ......................,0,0,0,0
"Hey , can you pls make a video about Oxford/AstraZeneca vaccine ? ? In my country or specifically in the South Asian region we are getting the AstraZeneca vaccine only .",1,1,1,1
"Hello Everyone . I have a BF1 channel . Mind checking out . When I hit 50 subs , I will do a shout out series",1,1,1,1
The sysmtoms you mentioned.. Wtf i have most of those.. DO I HAVE DEPRESSION ? Cant really tell,0,0,0,0
What would ur first opinion if someone buys iphone 11 rn despite release of iPhone 12 series ?,1,1,1,1
well i will hold up on buying one because of scalpers and because my 80 & quot ; 1080p tv still works perfectly .,1,1,1,1
hey guy check out this site if your suffering from depression anxiety there products are fantastic,1,1,1,1
When times were good,1,1,0,1
I wish this video had subtitles in other languages so I could send it to family members who are a little afraid of taking it bc friends had some side effects,1,1,0,1
11 is good,1,1,1,1
When camera turned to gerrard I got Goosebumps,1,1,1,1
If I was an American soldier I would just spin around in circles and shoot like I do in Destiny,0,1,1,1
"The only thing you showed was sesame street graphics and disheveled , creepy looking doctors . Why didn ’ t you show any official reports , statements , studies . Why were none of your sources cited .",0,0,0,0
I think about suicide a lot is this normal ?,0,0,0,0
Just kill the creature that called depression and get out of your comfort zone,1,1,1,1
Wwe Cesaro was right 2-0,1,1,1,1
"Liverpool FC need a 100,000 capacity stadium.. This club has so much loyal fans",1,1,1,1
Winner of 2020 : Liverpool,1,1,1,1
Show this video to Billie Eilish  s fans .,1,1,1,1
love it !   love it !   love it !,1,1,1,1
"Feels way better now . On the treble , kings of the world . On you redmen",1,1,1,1
Can you do a review on the dyson air purifier that you have please ?,1,1,1,1
Who ’ s watching this on an iPhone 7 ? Just me ok.. Ok guys thx for likes ! Also I got the 11 ! ! !,1,1,1,1
I want to jump off a roof,0,0,0,0
Thank you for this video .,1,1,1,1
M.r bean uncle I love you very much,1,1,1,1
"God bless those 73,000 American and 83,000 Commonwealth forces that landed on D-Day",1,1,1,1
"I got the vaccine . I ’ m getting the booster shot soon . I ’ m feeling horrible but it ’ s better than the virus . I ’ d recommend it to anyone , but it ’ s your choice , if you want to be stuck at home forever , be my guest .",1,1,1,1
russians celebrating victory colorized,1,1,1,1
Comment from the Future .Anyone Still Watching In 2040 ?,1,1,0,1
"Wait , if most cold symptoms are your immune response , what does the cold virus actually do on its own ?",0,0,0,0
Bad is good now .,0,0,0,0
Can I trade in my old phone with Verizon to get the iPhone 11 deal ?,1,1,1,1
I ’ m an certified android user for life . But then I brought this one on Xmas sucks coz idk how to manage the phone.tnx for the info .,0,0,1,0
Thank you liverpool You deserve UCL champion ! We wan na fight with you See you next year ! Ajax fan,1,1,1,1
"How to get out from depression and be happy again listen ( QURAN ) THE MOST AMAZING THING YOU WILL EVER HEAR 1 ) 2 ) 3 ) 4 ) 5 ) 6 ) U CAN COPY AND PASTE IT , TO LISTEN TO IT ANYTIME",1,1,1,1
Selling salt to a slug ...,0,0,0,0
Love your commentary over this cartoon ! So good !,1,1,1,1
"Hm , ps5 is out , maybe now i can buy ps4 .",1,1,1,1
Actually my teachers use thisIn fact they were the ones who told me to watch this video,1,1,1,1
Champiooooooooooooons,1,1,1,1
what a meaningless video,0,0,0,0
I am from Portugal . I already took the first dose of the Moderna vaccine . The only thing I felt was pain in the arm . From the fourthy who took it that was the only side effect . Hopping for the second dose !,1,1,1,1
"Great videoUnfortunate side effect , many folks who dont show symptoms are going to panic",0,0,0,0
Well done REDMEN YNWA never in doubt . Let s go win the League now COYR,1,1,1,1
Damn I wish I could upgrade this 3GS,1,1,1,1
Pure genius,1,1,1,1
"vaccines are good for you . they are delicious , too . get your shots , there is too many of you",1,1,1,1
sinopharm vaccine has way fewer side effects,1,1,1,1
"So depression is a big dog , i get it now .",0,0,0,0
All this costs substantial amounts of money overtime . What about the majority of lower income people that can barely afford to live to begin with and dont live in a city or town where it is free ?,0,0,1,0
I feel guilty and ashamed being around my relatives and other people coz I really messed up my life . What I fear most is what if they start seeing me the way I see myself ?,0,0,0,0
Bought one in purple for my sister ! She loves it !,1,1,1,1
Please do a video about different helmets,1,1,1,1
Do a Google search for $ 520 million for illegally marketing a drug by AstraZeneca . But dont worry you can trust them .,0,0,1,0
Been loving my ps5 ! Seriously amazing system and I love the new controllers ! Also playing some of my ps4 games on there is fun . Can not wait for warzone to get the FR update !,1,1,1,1
I failed to be human..,0,0,0,0
The worst thing people can do is to tell me that I m not depressed,0,0,0,0
Oxford Astra Zeneca COVID vaccine is made from chimpanzee poop,0,0,0,0
"Not in The all world , in The western , countries where people struggle to survive depression doesn & 39 ; t exist .",0,0,1,0
Waiting for the notchless iPhone 12,1,1,0,1
Super toll,0,0,0,0
This comment section is so sad,0,0,0,0
“ Side affects may include death ”,0,0,0,0
Upgrading from SE to iphone 11 ( PURPLE ) I have to wait a week for purple,0,0,0,0
if everyone talking this phone is a budget where is a flex,0,0,0,0
Good match Liverpool good,1,1,1,1
Wtf is up with your voice,0,0,0,0
I did think the purple one looked better but now I think the green looks better .,1,1,1,1
I have depression and I have had suicidal thoughts but idk if I should,0,0,0,0
This is GENE THERAPY.. not a vaccine !,0,0,0,0
"Games on the new systems look good , but gameplay sucks in some games . Rather stick to the old nintendo",0,0,0,0
"I got mine a few days ago black color ,",1,1,1,1
How can I seek help when no one around wants to help you ?,0,0,0,0
Next up on Vox : Why Dying From Vaccines Is A Good Thing,0,0,0,0
Apple should include airpods istead of earpods from now onwards who agree,0,0,0,0
"Too much of epressed people here , reminds me of highschool .",0,0,0,0
"Me watching this after having side effects from the vaccine : Dope man ! ( I also feel really awful but it is good , right ? ! )",0,0,0,0
It amazes me thst ppl arent kicking off more about the games being £70 now .,0,0,0,0
are 64gb fine for the iphone 11 ? ( my budget cant go much higher so i think im taking the 64gb version but i need opinions please ),1,1,0,1
Why didn ’ t they just go around,0,0,0,0
I m confused a lot of people say America fought Japan and others say it was Germany which country was it ! ?,0,0,1,0
Because our media said science said so..,0,0,0,0
"My body my choice ! Right , liberals ?",0,0,0,0
"I SAID TO YOU ALL ... .if Alissons hair is dry , liverpool never lost a match ... the magical hair",1,1,1,1
"The us 1st ID assaulted/landed on Omaha beach . The us 4th ID assaulted/landed on Utah beach.I noticed in the animation it was backwards , probably a simple mistake .",0,0,0,0
What tv do you use in this video ?,1,1,0,1
Is it me or he wrote fidelity and performance on the wrong sides .,0,0,0,0
Just say no vaccine for me ! !,0,0,0,0
Buying my first IPhone 11.Best me luck ... Switching from Android to IPhone,1,1,1,1
Where was the kriegsmarine,1,1,1,1
Happiness = reality - expectations One of my favourite quotes !,1,1,1,1
